Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpYes,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal
"? 34,600.00",Yes,Yes,8,? 199.00,? 33.00,? 60.00,? 8.00,? 3.00,? 15.00,5,5,2,5,8,No,No,No,No,No,No,Yes,49,2703,No,No,No,Yes,No,No,No,Yes,No,No,? 303.00
"? 46,904.00",Yes,Yes,20,? 153.00,? 4.00,? 56.00,? 0.00,? 9.00,? 31.00,4,5,1,4,8,No,No,No,No,No,No,No,53,2762,No,No,Yes,No,No,No,No,Yes,No,No,? 222.00
"? 49,094.00",No,Yes,6,? 376.00,? 0.00,? 38.00,? 11.00,? 8.00,? 69.00,5,6,3,6,6,No,No,No,No,No,No,No,47,2805,No,Yes,No,No,No,No,No,Yes,No,No,? 433.00
"? 36,075.00",Yes,No,54,? 46.00,? 0.00,? 30.00,? 12.00,? 1.00,? 30.00,1,2,0,4,6,No,No,No,No,No,No,No,37,2361,No,No,No,Yes,No,No,No,Yes,No,No,? 89.00
"? 60,839.00",Yes,Yes,72,? 600.00,? 21.00,? 128.00,? 223.00,? 150.00,? 128.00,13,2,2,12,8,No,No,No,No,No,No,No,41,2829,No,No,No,Yes,No,Yes,No,No,No,No,"? 1,122.00"
"? 77,298.00",No,Yes,46,? 425.00,? 115.00,? 292.00,? 23.00,? 35.00,? 79.00,1,6,6,11,3,No,No,No,No,No,No,No,41,2398,No,No,No,Yes,No,No,No,Yes,No,No,? 890.00
"? 34,026.00",Yes,Yes,11,? 18.00,? 6.00,? 15.00,? 12.00,? 8.00,? 17.00,3,2,1,3,5,No,No,No,No,No,No,No,70,2487,No,No,No,Yes,No,No,No,Yes,No,No,? 59.00
"? 48,918.00",Yes,Yes,21,? 52.00,? 0.00,? 9.00,? 0.00,? 0.00,? 1.00,2,1,0,4,4,No,No,No,No,No,No,No,57,2237,No,No,Yes,No,No,No,No,No,No,Yes,? 61.00
"? 82,122.00",No,No,89,? 734.00,? 22.00,? 350.00,? 151.00,? 25.00,? 100.00,1,3,9,13,1,No,No,Yes,No,No,No,No,58,2477,No,No,No,Yes,No,Yes,No,No,No,No,"? 1,282.00"
"? 37,697.00",Yes,No,82,? 34.00,? 6.00,? 21.00,? 11.00,? 4.00,? 8.00,1,2,1,3,6,No,No,No,No,No,No,No,44,2301,No,No,Yes,No,No,No,No,Yes,No,No,? 76.00
"? 34,074.00",Yes,Yes,69,? 135.00,? 1.00,? 41.00,? 10.00,? 1.00,? 67.00,5,3,3,3,6,Yes,No,No,No,No,No,No,68,2510,No,No,No,Yes,No,No,No,Yes,No,No,? 188.00
"? 28,520.00",Yes,Yes,55,? 11.00,? 0.00,? 10.00,? 0.00,? 2.00,? 20.00,1,1,1,2,6,No,No,No,No,No,No,No,60,2539,No,Yes,No,No,No,No,No,No,Yes,No,? 23.00
"? 62,535.00",No,Yes,13,? 163.00,? 48.00,? 90.00,? 0.00,? 45.00,? 52.00,1,3,2,8,3,No,No,No,No,No,No,No,65,2428,No,No,Yes,No,No,No,No,Yes,No,No,? 346.00
"? 36,273.00",Yes,No,80,? 29.00,? 3.00,? 30.00,? 3.00,? 2.00,? 9.00,2,3,0,3,6,No,No,No,No,No,No,No,43,2233,No,No,Yes,No,No,No,No,No,Yes,No,? 67.00
"? 63,404.00",No,Yes,97,? 734.00,? 26.00,? 70.00,? 11.00,? 44.00,? 17.00,2,6,3,4,4,No,No,No,Yes,No,No,No,56,2182,No,No,No,Yes,No,No,No,Yes,No,No,? 885.00
"? 75,774.00",Yes,No,27,? 340.00,? 21.00,? 134.00,? 258.00,? 14.00,? 56.00,1,7,5,8,4,No,No,No,No,No,No,No,39,2217,No,No,No,Yes,No,Yes,No,No,No,No,? 767.00
"? 78,416.00",No,Yes,99,? 453.00,? 38.00,? 279.00,? 188.00,? 38.00,? 183.00,2,7,7,10,3,No,No,No,No,No,No,No,44,2161,No,No,No,Yes,No,No,No,Yes,No,No,? 996.00
"? 75,702.00",No,Yes,87,"? 1,073.00",? 0.00,? 629.00,? 145.00,? 37.00,? 37.00,1,10,5,13,6,No,No,Yes,No,No,No,No,46,2782,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,884.00"
"? 59,385.00",Yes,Yes,85,? 135.00,? 0.00,? 10.00,? 0.00,? 4.00,? 36.00,2,3,1,4,5,No,No,No,No,No,No,No,69,2586,No,No,No,Yes,No,No,No,No,Yes,No,? 149.00
"? 37,070.00",Yes,Yes,30,? 231.00,? 7.00,? 137.00,? 4.00,? 15.00,? 39.00,9,5,1,8,7,No,No,No,No,No,No,Yes,54,2625,No,No,Yes,No,No,No,No,Yes,No,No,? 394.00
"? 44,689.00",Yes,Yes,82,? 18.00,? 0.00,? 5.00,? 0.00,? 0.00,? 11.00,2,1,1,2,7,Yes,No,No,No,No,No,No,69,2329,No,Yes,No,No,No,No,No,Yes,No,No,? 23.00
"? 53,977.00",No,Yes,21,? 620.00,? 16.00,? 165.00,? 0.00,? 24.00,? 82.00,5,5,5,12,5,No,No,No,No,No,No,No,62,2545,No,No,No,Yes,No,No,No,Yes,No,No,? 825.00
"? 7,144.00",No,Yes,92,? 81.00,? 4.00,? 33.00,? 5.00,? 2.00,? 291.00,0,23,1,1,0,No,No,No,No,No,No,No,54,2363,No,No,Yes,No,No,No,No,No,No,Yes,? 125.00
"? 18,701.00",Yes,Yes,95,? 12.00,? 4.00,? 2.00,? 10.00,? 6.00,? 10.00,4,2,0,4,5,No,No,No,No,No,No,No,56,2549,No,No,Yes,No,No,No,No,Yes,No,No,? 34.00
"? 90,369.00",No,No,2,? 292.00,? 51.00,? 981.00,? 224.00,? 23.00,? 17.00,1,4,6,6,1,No,No,No,No,No,No,Yes,64,2221,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,571.00"
"? 63,159.00",No,No,74,? 965.00,? 34.00,? 586.00,? 89.00,? 86.00,? 37.00,1,3,5,8,3,Yes,No,No,No,No,No,No,46,2760,No,No,Yes,No,No,No,No,No,No,Yes,"? 1,760.00"
"? 37,758.00",Yes,Yes,49,? 27.00,? 2.00,? 10.00,? 0.00,? 0.00,? 1.00,2,1,0,3,8,No,No,No,No,No,No,No,54,2792,No,No,No,Yes,No,No,No,Yes,No,No,? 39.00
"? 46,757.00",No,Yes,71,? 777.00,? 30.00,? 163.00,? 0.00,? 51.00,? 122.00,6,4,4,7,9,No,No,No,No,No,No,No,57,2749,No,No,Yes,No,No,No,No,No,No,Yes,"? 1,021.00"
"? 79,734.00",No,No,72,? 572.00,? 8.00,? 232.00,? 23.00,? 62.00,? 17.00,1,4,3,6,1,No,No,No,Yes,No,No,No,51,2160,No,Yes,No,No,No,No,No,No,Yes,No,? 897.00
"? 63,207.00",No,No,68,? 438.00,? 169.00,? 565.00,? 91.00,? 169.00,? 70.00,1,2,3,6,7,No,No,No,Yes,No,No,No,28,2684,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,432.00"
"? 72,071.00",No,Yes,4,? 531.00,? 69.00,? 300.00,? 150.00,? 138.00,? 150.00,3,5,4,8,2,No,No,No,No,No,No,No,66,2659,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,188.00"
"? 21,840.00",Yes,No,80,? 17.00,? 0.00,? 9.00,? 0.00,? 0.00,? 1.00,1,1,0,3,9,No,No,No,No,No,No,No,37,2502,No,No,No,Yes,No,No,No,No,No,Yes,? 26.00
"? 58,582.00",No,Yes,15,? 402.00,? 35.00,? 106.00,? 101.00,? 77.00,? 42.00,2,9,2,9,5,No,Yes,No,No,No,No,No,38,2433,No,No,No,Yes,No,Yes,No,No,No,No,? 721.00
"? 72,282.00",No,No,70,? 503.00,? 27.00,? 419.00,? 90.00,? 139.00,? 153.00,1,5,7,9,7,No,No,No,No,No,No,Yes,69,2504,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,178.00"
"? 50,387.00",No,Yes,91,? 369.00,? 9.00,? 87.00,? 12.00,? 14.00,? 34.00,3,6,2,8,5,No,No,No,No,No,No,No,64,2461,No,Yes,No,No,No,No,No,Yes,No,No,? 491.00
"? 32,583.00",Yes,Yes,10,? 5.00,? 0.00,? 3.00,? 0.00,? 0.00,? 1.00,1,1,0,2,7,No,No,No,No,No,No,No,59,2173,No,No,No,Yes,No,No,No,No,No,Yes,? 8.00
"? 62,568.00",No,Yes,99,? 362.00,? 17.00,? 398.00,? 80.00,? 35.00,? 61.00,3,5,3,5,4,No,No,No,Yes,No,No,No,58,2242,No,No,No,Yes,No,No,No,Yes,No,No,? 892.00
"? 44,635.00",Yes,Yes,25,? 56.00,? 0.00,? 9.00,? 0.00,? 0.00,? 3.00,2,2,0,3,7,No,No,No,No,No,No,No,49,2420,Yes,No,No,No,No,No,No,No,Yes,No,? 65.00
"? 33,316.00",Yes,Yes,34,? 79.00,? 1.00,? 31.00,? 4.00,? 4.00,? 12.00,3,2,1,4,6,No,No,No,No,No,No,No,49,2427,No,No,Yes,No,No,No,No,No,Yes,No,? 119.00
"? 63,967.00",No,Yes,57,? 387.00,? 84.00,? 141.00,? 73.00,? 35.00,? 162.00,3,4,4,12,2,No,No,No,No,No,No,No,52,2483,No,Yes,No,No,No,No,No,Yes,No,No,? 720.00
"? 52,513.00",No,No,84,? 367.00,? 17.00,? 241.00,? 104.00,? 188.00,? 232.00,2,9,5,9,7,No,No,No,No,No,No,No,42,2822,No,No,No,Yes,No,Yes,No,No,No,No,? 917.00
"? 25,293.00",Yes,No,51,? 15.00,? 0.00,? 11.00,? 0.00,? 2.00,? 9.00,1,1,1,2,8,No,No,No,No,No,No,No,51,2446,No,Yes,No,No,No,No,No,Yes,No,No,? 28.00
"? 54,111.00",No,Yes,97,? 267.00,? 6.00,? 54.00,? 8.00,? 3.00,? 50.00,2,5,2,6,5,No,No,No,No,No,No,No,55,2467,No,No,No,No,Yes,No,No,No,No,Yes,? 338.00
"? 78,394.00",No,No,13,? 298.00,? 27.00,? 697.00,? 216.00,? 24.00,? 166.00,1,4,6,5,2,No,No,No,No,No,No,Yes,34,2658,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,262.00"
"? 80,739.00",No,No,92,? 674.00,? 92.00,? 736.00,? 39.00,? 0.00,? 92.00,1,3,11,9,1,No,No,No,No,No,No,No,62,2561,No,Yes,No,No,No,No,No,No,Yes,No,"? 1,541.00"
"? 22,669.00",Yes,No,30,? 16.00,? 14.00,? 36.00,? 37.00,? 22.00,? 48.00,3,4,1,2,9,No,No,No,No,No,No,Yes,45,2562,No,No,No,Yes,No,No,No,No,Yes,No,? 125.00
"? 29,236.00",Yes,No,30,? 37.00,? 4.00,? 24.00,? 16.00,? 9.00,? 9.00,2,4,0,3,9,No,No,No,No,No,No,No,33,2423,No,No,Yes,No,No,No,No,Yes,No,No,? 90.00
"? 44,911.00",No,Yes,11,? 159.00,? 0.00,? 22.00,? 2.00,? 1.00,? 31.00,3,4,1,4,7,No,No,No,No,No,No,No,61,2630,No,No,No,Yes,No,No,No,Yes,No,No,? 184.00
"? 54,693.00",No,Yes,72,? 686.00,? 17.00,? 142.00,? 23.00,? 26.00,? 35.00,8,6,4,13,6,No,No,No,No,No,No,No,58,2656,No,Yes,No,No,No,No,No,No,No,Yes,? 894.00
"? 48,186.00",Yes,No,39,? 97.00,? 3.00,? 66.00,? 12.00,? 7.00,? 34.00,3,4,1,4,7,No,No,No,No,No,No,No,46,2260,No,No,No,Yes,No,No,No,Yes,No,No,? 185.00
"? 54,809.00",Yes,Yes,0,? 63.00,? 6.00,? 57.00,? 13.00,? 13.00,? 22.00,4,2,1,5,4,No,No,No,No,No,No,Yes,43,2450,No,Yes,No,No,No,No,No,Yes,No,No,? 152.00
"? 41,580.00",Yes,Yes,15,? 56.00,? 5.00,? 24.00,? 4.00,? 0.00,? 3.00,3,2,1,3,5,No,No,No,No,No,No,No,42,2725,No,No,No,Yes,No,No,No,Yes,No,No,? 89.00
"? 80,336.00",No,No,12,? 209.00,? 19.00,? 456.00,? 160.00,? 142.00,? 66.00,1,2,9,13,1,No,No,No,No,No,No,No,50,2452,No,Yes,No,No,No,No,No,No,No,Yes,? 986.00
"? 47,743.00",No,Yes,56,? 198.00,? 2.00,? 43.00,? 0.00,? 12.00,? 20.00,3,4,1,6,6,No,Yes,No,No,No,No,No,63,2623,No,Yes,No,No,No,No,No,Yes,No,No,? 255.00
"? 62,972.00",No,Yes,39,? 313.00,? 15.00,? 47.00,? 20.00,? 0.00,? 192.00,2,7,4,3,6,No,No,No,No,No,No,No,65,2854,No,Yes,No,No,No,Yes,No,No,No,No,? 395.00
"? 57,333.00",No,Yes,55,? 941.00,? 14.00,? 397.00,? 76.00,? 58.00,? 176.00,11,8,5,9,6,No,No,No,No,No,No,Yes,66,2804,Yes,No,No,No,No,No,No,No,No,Yes,"? 1,486.00"
"? 32,313.00",Yes,No,60,? 86.00,? 4.00,? 56.00,? 2.00,? 4.00,? 7.00,3,4,0,4,9,No,No,No,No,No,No,No,38,2662,No,No,No,Yes,No,No,No,No,No,Yes,? 152.00
"? 84,953.00",No,No,73,? 167.00,? 48.00,? 602.00,? 63.00,? 72.00,? 72.00,1,3,10,4,2,No,Yes,Yes,Yes,No,No,Yes,67,2550,No,No,No,No,Yes,No,No,No,Yes,No,? 952.00
"? 27,071.00",Yes,No,90,? 8.00,? 3.00,? 19.00,? 0.00,? 2.00,? 3.00,2,2,0,3,6,No,No,No,No,No,No,No,52,2226,Yes,No,No,No,No,No,No,No,Yes,No,? 32.00
"? 68,148.00",No,No,86,? 389.00,? 66.00,? 408.00,? 37.00,? 57.00,? 85.00,1,4,4,6,2,No,No,No,No,No,No,No,63,2461,No,No,No,Yes,No,No,No,No,Yes,No,? 957.00
"? 65,735.00",Yes,Yes,37,? 239.00,? 7.00,? 119.00,? 4.00,? 15.00,? 11.00,5,6,2,6,7,No,No,No,No,No,No,No,55,2363,No,No,No,Yes,No,No,No,No,Yes,No,? 384.00
"? 86,836.00",No,No,7,? 179.00,? 21.00,? 273.00,? 0.00,? 21.00,? 63.00,1,6,10,6,5,Yes,No,Yes,Yes,No,No,Yes,45,2814,No,Yes,No,No,No,No,No,No,No,Yes,? 494.00
"? 4,023.00",Yes,Yes,29,? 5.00,? 0.00,? 1.00,? 1.00,? 1.00,? 1.00,15,0,0,0,19,No,No,No,No,No,No,No,57,2165,No,Yes,No,No,No,No,No,No,No,Yes,? 8.00
"? 30,093.00",No,No,19,? 2.00,? 6.00,? 28.00,? 13.00,? 4.00,? 16.00,1,2,0,3,7,No,No,No,No,No,No,No,30,2515,No,Yes,No,No,No,No,No,Yes,No,No,? 53.00
"? 57,705.00",No,Yes,14,? 383.00,? 0.00,? 53.00,? 6.00,? 4.00,? 40.00,3,8,1,6,6,No,No,No,No,No,No,No,54,2328,No,Yes,No,No,No,No,No,No,No,Yes,? 446.00
"? 25,008.00",Yes,No,72,? 2.00,? 8.00,? 8.00,? 6.00,? 1.00,? 9.00,2,1,0,3,8,No,No,No,No,No,No,No,32,2306,No,No,Yes,No,No,No,No,Yes,No,No,? 25.00
"? 83,257.00",No,No,56,? 536.00,? 27.00,? 590.00,? 38.00,? 107.00,? 67.00,1,5,10,12,6,Yes,No,Yes,No,No,Yes,Yes,25,2808,No,No,Yes,No,No,Yes,No,No,No,No,"? 1,298.00"
"? 22,280.00",Yes,No,85,? 2.00,? 1.00,? 4.00,? 3.00,? 1.00,? 2.00,1,1,0,2,8,No,No,No,No,No,No,No,45,2565,No,No,No,Yes,No,No,No,Yes,No,No,? 11.00
"? 72,159.00",No,No,62,? 322.00,? 53.00,? 899.00,? 34.00,? 40.00,? 53.00,1,4,6,10,2,No,No,No,No,No,No,No,42,2767,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,348.00"
"? 64,260.00",No,No,1,? 539.00,? 169.00,? 816.00,? 20.00,? 0.00,? 30.00,1,4,5,4,3,No,No,No,No,No,No,Yes,59,2693,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,544.00"
"? 82,733.00",No,No,28,? 712.00,? 50.00,? 420.00,? 65.00,? 38.00,? 38.00,1,8,4,7,4,No,No,No,No,No,No,Yes,36,2451,No,No,Yes,No,No,No,No,No,No,Yes,"? 1,285.00"
"? 74,290.00",No,Yes,70,"? 1,121.00",? 0.00,? 72.00,? 0.00,? 12.00,? 12.00,4,10,8,10,6,No,Yes,No,Yes,No,No,No,49,2480,Yes,No,No,No,No,No,No,No,Yes,No,"? 1,205.00"
"? 58,217.00",Yes,Yes,84,? 68.00,? 1.00,? 13.00,? 3.00,? 5.00,? 13.00,1,2,0,4,6,No,No,No,No,No,No,No,69,2748,No,No,Yes,No,No,No,No,No,Yes,No,? 90.00
"? 21,024.00",No,No,89,? 36.00,? 4.00,? 18.00,? 6.00,? 2.00,? 18.00,1,2,0,4,7,No,No,No,No,No,No,No,44,2519,No,No,No,Yes,No,No,No,No,Yes,No,? 66.00
"? 70,116.00",No,No,73,? 707.00,? 44.00,? 603.00,? 95.00,? 58.00,? 29.00,1,2,8,12,1,No,No,No,No,No,No,No,48,2678,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,507.00"
"? 54,006.00",Yes,No,42,? 174.00,? 77.00,? 203.00,? 6.00,? 24.00,? 97.00,2,8,1,7,7,No,No,No,No,No,No,No,35,2808,No,No,No,Yes,No,No,No,Yes,No,No,? 484.00
"? 69,063.00",No,Yes,16,? 666.00,? 35.00,? 124.00,? 69.00,? 8.00,? 26.00,1,5,3,5,3,No,No,No,No,No,No,No,54,2758,No,Yes,No,No,No,No,No,No,No,Yes,? 902.00
"? 11,448.00",No,No,16,? 0.00,? 0.00,? 0.00,? 6.00,? 2.00,? 6.00,1,1,0,2,6,No,No,No,No,No,No,No,45,2355,Yes,No,No,No,No,Yes,No,No,No,No,? 8.00
"? 61,825.00",No,Yes,56,? 162.00,? 50.00,? 100.00,? 55.00,? 30.00,? 27.00,1,4,2,8,4,No,No,No,No,No,No,No,41,2485,No,No,Yes,No,No,No,No,Yes,No,No,? 397.00
"? 70,886.00",Yes,No,65,? 407.00,? 70.00,? 239.00,? 103.00,? 88.00,? 53.00,1,5,4,4,2,No,No,No,No,No,No,No,49,2417,No,Yes,No,No,No,No,No,Yes,No,No,? 907.00
"? 69,109.00",No,No,10,? 823.00,? 25.00,? 459.00,? 124.00,? 29.00,? 95.00,1,6,6,7,4,No,No,Yes,No,No,No,Yes,38,2756,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,460.00"
"? 60,208.00",Yes,Yes,13,? 488.00,? 23.00,? 71.00,? 15.00,? 0.00,? 59.00,11,8,3,7,7,No,Yes,No,No,No,No,Yes,47,2789,No,No,No,No,Yes,No,No,Yes,No,No,? 597.00
"? 32,889.00",Yes,Yes,78,? 28.00,? 0.00,? 13.00,? 4.00,? 2.00,? 8.00,3,2,1,3,5,No,No,No,No,No,No,No,52,2455,No,No,No,Yes,No,No,No,No,Yes,No,? 47.00
"? 34,738.00",Yes,No,51,? 3.00,? 2.00,? 10.00,? 3.00,? 0.00,? 2.00,1,1,0,3,6,No,No,No,No,No,No,No,36,2208,No,No,Yes,No,No,No,No,Yes,No,No,? 18.00
"? 30,538.00",Yes,No,27,? 284.00,? 0.00,? 52.00,? 8.00,? 3.00,? 20.00,4,9,0,4,10,No,No,No,No,No,No,No,49,2795,No,No,No,Yes,No,No,No,No,Yes,No,? 347.00
"? 82,326.00",No,No,30,? 938.00,? 142.00,? 754.00,? 159.00,? 81.00,? 183.00,1,5,10,6,2,No,Yes,Yes,Yes,No,No,Yes,43,2270,No,No,No,Yes,No,Yes,No,No,No,No,"? 2,074.00"
"? 26,642.00",Yes,No,71,? 13.00,? 2.00,? 15.00,? 2.00,? 2.00,? 8.00,2,2,0,3,6,No,No,No,No,No,No,No,53,2279,Yes,No,No,No,No,No,No,No,No,Yes,? 34.00
"? 69,932.00",No,Yes,97,? 412.00,? 172.00,? 153.00,? 150.00,? 105.00,? 57.00,2,7,6,11,4,No,No,No,No,No,No,No,56,2541,Yes,No,No,No,No,No,No,Yes,No,No,? 992.00
"? 44,503.00",Yes,Yes,83,? 31.00,? 1.00,? 8.00,? 0.00,? 0.00,? 8.00,2,2,0,3,6,No,No,No,No,No,No,No,48,2233,No,No,Yes,No,No,No,No,Yes,No,No,? 40.00
"? 60,200.00",No,Yes,3,? 502.00,? 19.00,? 132.00,? 0.00,? 6.00,? 26.00,6,6,2,11,6,No,No,No,No,No,No,No,72,2702,No,No,Yes,No,No,No,No,No,No,Yes,? 659.00
"? 49,638.00",No,Yes,71,? 18.00,? 10.00,? 3.00,? 3.00,? 5.00,? 0.00,1,1,0,3,2,No,No,No,No,No,No,No,68,2230,Yes,No,No,No,No,No,No,Yes,No,No,? 39.00
"? 23,830.00",No,No,3,? 1.00,? 8.00,? 6.00,? 4.00,? 8.00,? 16.00,1,1,0,3,7,No,No,No,No,No,No,No,33,2301,No,No,Yes,No,No,Yes,No,No,No,No,? 27.00
"? 33,051.00",No,No,15,? 100.00,? 71.00,? 243.00,? 108.00,? 94.00,? 219.00,3,9,1,8,9,No,No,No,No,No,No,Yes,61,2841,No,No,No,No,Yes,No,No,No,Yes,No,? 616.00
"? 72,905.00",No,No,52,? 407.00,? 114.00,? 445.00,? 181.00,? 165.00,? 203.00,1,3,7,9,1,No,No,No,Yes,No,No,No,62,2318,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,312.00"
"? 69,702.00",No,Yes,8,? 664.00,? 9.00,? 240.00,? 50.00,? 19.00,? 57.00,2,7,7,10,4,No,No,No,No,No,No,No,69,2654,No,No,No,Yes,No,No,No,No,No,Yes,? 982.00
"? 70,300.00",Yes,No,89,"? 1,045.00",? 61.00,? 338.00,? 60.00,? 46.00,? 46.00,3,5,5,13,8,No,No,No,No,No,No,No,45,2508,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,550.00"
"? 70,643.00",No,No,66,"? 1,218.00",? 107.00,? 304.00,? 23.00,? 143.00,? 33.00,1,5,8,4,6,No,No,No,No,No,No,Yes,36,2781,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,795.00"
"? 30,396.00",Yes,No,22,? 15.00,? 0.00,? 6.00,? 0.00,? 1.00,? 12.00,2,1,1,2,7,Yes,No,No,No,No,No,Yes,51,2219,No,Yes,No,No,No,No,No,No,No,Yes,? 22.00
"? 50,616.00",No,Yes,56,? 128.00,? 0.00,? 16.00,? 0.00,? 1.00,? 4.00,2,4,0,4,7,No,No,No,No,No,No,No,52,2231,Yes,No,No,No,No,No,No,No,No,Yes,? 145.00
"? 62,772.00",No,Yes,74,? 581.00,? 49.00,? 157.00,? 43.00,? 8.00,? 108.00,1,5,6,11,2,No,Yes,No,No,No,No,No,51,2565,No,No,Yes,No,No,No,No,No,Yes,No,? 838.00
"? 30,298.00",No,No,48,? 6.00,? 3.00,? 12.00,? 6.00,? 1.00,? 0.00,1,1,1,3,3,No,No,No,No,No,No,No,35,2200,No,No,Yes,No,No,No,No,No,No,Yes,? 28.00
"? 52,413.00",Yes,No,67,? 185.00,? 8.00,? 133.00,? 56.00,? 56.00,? 12.00,2,7,1,7,7,No,No,No,No,No,No,No,36,2762,No,No,Yes,No,No,No,No,Yes,No,No,? 438.00
"? 44,155.00",Yes,Yes,24,? 22.00,? 1.00,? 9.00,? 0.00,? 0.00,? 14.00,1,1,1,2,4,No,No,No,No,No,No,No,63,2320,No,Yes,No,No,No,No,No,No,No,Yes,? 32.00
"? 86,979.00",No,No,67,? 584.00,? 100.00,? 835.00,? 65.00,? 83.00,? 35.00,1,5,5,5,2,Yes,No,No,No,No,No,Yes,49,2393,Yes,No,No,No,No,No,No,No,No,Yes,"? 1,667.00"
"? 76,532.00",Yes,Yes,38,? 355.00,? 30.00,? 177.00,? 90.00,? 138.00,? 30.00,4,9,5,7,5,No,No,No,No,No,No,No,45,2452,No,No,No,Yes,No,No,No,Yes,No,No,? 790.00
"? 42,081.00",Yes,No,86,? 175.00,? 10.00,? 110.00,? 54.00,? 6.00,? 27.00,2,6,3,4,6,Yes,No,No,No,No,No,No,38,2647,No,Yes,No,No,No,No,No,Yes,No,No,? 355.00
"? 67,546.00",No,No,90,? 864.00,? 134.00,? 768.00,? 150.00,? 38.00,? 172.00,1,4,10,5,3,No,No,No,No,No,No,No,32,2826,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,954.00"
"? 88,420.00",No,No,87,? 957.00,? 153.00,? 612.00,? 99.00,? 95.00,? 153.00,1,4,7,8,1,Yes,No,Yes,Yes,No,No,No,31,2217,No,No,No,Yes,No,No,No,No,Yes,No,"? 1,916.00"
"? 31,158.00",Yes,No,62,? 25.00,? 6.00,? 16.00,? 20.00,? 0.00,? 5.00,2,2,0,3,8,No,No,No,No,No,No,No,35,2677,No,Yes,No,No,No,No,No,Yes,No,No,? 67.00
"? 61,671.00",No,Yes,23,? 641.00,? 7.00,? 56.00,? 0.00,? 0.00,? 28.00,8,10,4,6,8,No,Yes,No,Yes,No,No,No,52,2185,Yes,No,No,No,No,No,No,Yes,No,No,? 704.00
"? 69,719.00",No,No,99,? 273.00,? 86.00,? 208.00,? 177.00,? 14.00,? 43.00,1,2,3,5,1,No,No,No,No,No,No,No,46,2193,No,No,Yes,No,No,No,No,Yes,No,No,? 758.00
"? 49,160.00",No,Yes,29,? 122.00,? 21.00,? 43.00,? 25.00,? 10.00,? 15.00,2,3,1,6,6,No,No,No,No,No,No,No,71,2411,Yes,No,No,No,No,No,No,Yes,No,No,? 221.00
"? 24,882.00",Yes,No,52,? 1.00,? 4.00,? 10.00,? 29.00,? 0.00,? 36.00,1,1,1,2,6,Yes,No,No,No,No,No,No,42,2817,No,No,No,Yes,No,No,Yes,No,No,No,? 44.00
"? 90,933.00",No,No,90,"? 1,020.00",? 31.00,? 430.00,? 62.00,? 63.00,? 79.00,1,4,6,4,1,No,No,Yes,No,No,No,No,66,2249,No,No,Yes,No,No,No,No,No,No,Yes,"? 1,606.00"
"? 1,13,734.00",No,No,9,? 6.00,? 2.00,? 3.00,? 1.00,? 262.00,? 3.00,0,27,0,0,1,No,No,No,No,No,No,No,75,2191,No,No,Yes,No,No,No,No,No,No,Yes,? 274.00
"? 59,292.00",No,Yes,71,? 378.00,? 14.00,? 68.00,? 19.00,? 14.00,? 14.00,2,3,5,8,3,No,No,No,No,No,No,No,70,2540,No,No,No,Yes,No,No,No,No,No,Yes,? 493.00
"? 45,759.00",Yes,Yes,13,? 42.00,? 1.00,? 18.00,? 3.00,? 0.00,? 4.00,2,2,0,3,7,No,No,No,No,No,No,No,56,2650,No,Yes,No,No,No,No,No,No,No,Yes,? 64.00
"? 22,148.00",No,No,16,? 15.00,? 5.00,? 14.00,? 0.00,? 4.00,? 11.00,1,1,0,3,7,No,No,No,No,No,No,No,37,2236,No,No,Yes,No,No,No,No,Yes,No,No,? 38.00
"? 73,395.00",No,No,94,? 272.00,? 7.00,? 80.00,? 20.00,? 7.00,? 11.00,1,4,4,6,2,No,No,No,No,No,No,No,33,2262,No,Yes,No,No,No,No,No,No,Yes,No,? 386.00
"? 29,819.00",Yes,No,77,? 9.00,? 1.00,? 24.00,? 2.00,? 1.00,? 2.00,3,3,0,3,6,No,No,No,No,No,No,No,49,2407,Yes,No,No,No,No,No,No,Yes,No,No,? 37.00
